MAIN_ID,ANG_DIST,OTYPE,hour,min,sec,ra,deg,arcmin,arcsec,dec,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,RA_d,DEC_d,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,RVZ_TYPE,RVZ_RADVEL,RVZ_ERROR,RVZ_QUAL,RVZ_WAVELENGTH,RVZ_BIBCODE,SP_TYPE,SP_QUAL,SP_BIBCODE,MORPH_TYPE,MORPH_QUAL,MORPH_BIBCODE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,GALDIM_QUAL,GALDIM_WAVELENGTH,GALDIM_BIBCODE,BIBLIST,
IRAS 04380+4144,3115.92,FIR,4,41,30.9,70.37875,41,50,21,41.83916667,5,5,49000,21000,79,E,F,1988NASAR1190....1B,70.3789,41.8391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2MASX J04340516+4101321,3136.54,Galaxy,4,34,5.1869,68.52161208,41,1,32.33,41.02564722,14,14,4.1933,3.2069,90,C,O,2018yCat.1345....0G,68.52161246,41.02564742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.048,0.055,Vega,2006AJ....131.1163S,,,C,J,H,11.2,0.059,Vega,2006AJ....131.1163S,,,C,H,K,10.949,0.085,Vega,2006AJ....131.1163S,,,C,K,,,,,,,,,,,,,0.503,0.332,125,C,N,2006AJ....131.1163S,3,
HD 276689,3145.82,Star,4,41,46.9631,70.44567958,41,48,27.471,41.80763083,14,14,0.0482,0.0361,90,A,O,2018yCat.1345....0G,70.44567975,41.80763087,1.837,-1.414,3,3,0.097,0.061,90,A,2018yCat.1345....0G,B,11.38,0.1,Vega,2000A&A...355L..27H,,,D,B,V,11.01,0.11,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.024,0.018,Vega,2003yCat.2246....0C,,,C,J,H,9.977,0.017,Vega,2003yCat.2246....0C,,,C,H,K,9.945,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 203794725025178752,3151.75,Star,4,35,42.9031,68.92876292,40,28,59.036,40.48306556,14,14,0.1657,0.1395,90,A,O,2018yCat.1345....0G,68.92876302,40.4830656,2.625,-3.842,3,3,0.375,0.252,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
NVSS J044318+410937,3154.69,Radio,4,43,18.7,70.82791667,41,9,37,41.16027778,5,5,9000,9000,90,D,R,1998AJ....115.1693C,70.828,41.1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203889897204871424,3154.74,Star,4,34,0.5054,68.50210583,41,12,59.497,41.21652694,14,14,0.0376,0.0306,90,A,O,2018yCat.1345....0G,68.50210604,41.21652695,2.721,-3.202,3,3,0.08,0.067,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,-29.23,6.38,D,O,2018yCat.1345....0G,,,,,,,,,,,,,1,
TYC 2888-1297-2,3161.36,Star,4,34,30.3517,68.62646542,41,33,53.327,41.56481306,14,14,0.0493,0.0442,90,A,O,2018yCat.1345....0G,68.62646549,41.56481317,4.293,-5.038,3,3,0.113,0.079,90,A,2018yCat.1345....0G,B,12.6,0.33,Vega,2000A&A...355L..27H,,,D,B,V,11.74,0.21,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.947,0.026,Vega,2003yCat.2246....0C,,,C,J,H,8.325,0.031,Vega,2003yCat.2246....0C,,,C,H,K,8.107,0.016,Vega,2003yCat.2246....0C,,,C,K,v,-24.33,0.28,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
2MASS J04353014+4030515,3162,RGB*,4,35,30.1407,68.87558625,40,30,51.464,40.51429556,14,14,0.0422,0.0319,90,A,O,2018yCat.1345....0G,68.87558639,40.51429572,1.398,-0.636,3,3,0.091,0.058,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.008,0.023,Vega,2003yCat.2246....0C,,,C,J,H,11.083,0.021,Vega,2003yCat.2246....0C,,,C,H,K,10.83,0.022,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
HD 276539,3166.81,Star,4,34,7.654,68.53189167,40,56,49.434,40.947065,14,14,0.0462,0.0367,90,A,O,2018yCat.1345....0G,68.53189181,40.94706524,2.44,-1.427,3,3,0.102,0.083,90,A,2018yCat.1345....0G,B,10.32,0.05,Vega,2000A&A...355L..27H,,,D,B,V,9.99,0.05,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.116,0.021,Vega,2003yCat.2246....0C,,,C,J,H,9.084,0.021,Vega,2003yCat.2246....0C,,,C,H,K,9.025,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B5,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 204030226671623296,3174.63,Candidate_YSO,4,37,0.7556,69.25314833,41,59,7.853,41.98551472,14,14,0.1172,0.0912,90,A,O,2018yCat.1345....0G,69.25314863,41.9855149,3.964,-8.068,3,3,0.231,0.138,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
NVSS J044056+402323,3175.79,Radio,4,40,56.19,70.234125,40,23,22.8,40.38966667,6,6,2200,900,90,D,,1996AJ....111.1945D,70.23412,40.38967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
BD+40  1022,3178.34,Star,4,41,41.5916,70.42329833,40,29,19.046,40.48862389,14,14,0.1152,0.0914,90,A,O,2018yCat.1345....0G,70.42329865,40.48862395,-3.829,-5.752,3,3,0.227,0.143,90,A,2018yCat.1345....0G,B,12.4,0.33,Vega,2000A&A...355L..27H,,,D,B,V,10.54,0.07,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,4.241,0.244,Vega,2003yCat.2246....0C,,,D,J,H,3.227,0.202,Vega,2003yCat.2246....0C,,,D,H,K,2.744,0.278,Vega,2003yCat.2246....0C,,,D,K,,,,,,,M6,D,,,,,,,,,,,2,
HD  29204,3179.11,PM*,4,37,37.8381,69.40765875,40,17,51.137,40.29753806,14,14,0.0613,0.0431,90,A,O,2018yCat.1345....0G,69.40765894,40.29753816,-8.338,-52.416,3,3,0.115,0.067,90,A,2018yCat.1345....0G,B,8.5,0.02,Vega,2000A&A...355L..27H,,,D,B,V,8.2,0.01,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.581,0.027,Vega,2003yCat.2246....0C,,,C,J,H,7.485,0.02,Vega,2003yCat.2246....0C,,,C,H,K,7.463,0.026,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A3,E,1993yCat.3135....0C,,,,,,,,,,5,
HD 276697,3179.94,Star,4,43,13.4864,70.80619333,41,22,0.432,41.36678667,14,14,0.0527,0.0419,90,A,O,2018yCat.1345....0G,70.80619372,41.36678668,-3.072,-4.082,3,3,2.407,1.943,90,A,2016A&A...595A...2G,B,11.24,0.07,Vega,2000A&A...355L..27H,,,D,B,V,11.17,0.1,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.18,0.022,Vega,2003yCat.2246....0C,,,C,J,H,10.095,0.021,Vega,2003yCat.2246....0C,,,C,H,K,10.056,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B9,E,1995A&AS..110..367N,,,,,,,,,,2,
LSPM J0443+4056,3189.35,PM*,4,43,12.836,70.80348333,40,56,35.683,40.94324528,14,14,0.1788,0.1543,90,A,O,2018yCat.1345....0G,70.80348336,40.9432453,152.26,-194.705,3,3,0.341,0.257,90,A,2018yCat.1345....0G,B,20.2,,Vega,2003AJ....125..984M,,,E,B,,,,,,,,,,R,17.9,,Vega,2003AJ....125..984M,,,E,R,J,15.936,0.086,Vega,2003yCat.2246....0C,,,C,J,H,15.345,0.101,Vega,2003yCat.2246....0C,,,D,H,K,15.198,0.191,Vega,2003yCat.2246....0C,,,D,K,,,,,,,,,,,,,,,,,,,1,
2MASS J04365754+4019583,3191.31,HB*,4,36,57.5434,69.23976417,40,19,58.226,40.33284056,14,14,0.0491,0.0328,90,A,O,2018yCat.1345....0G,69.23976419,40.3328407,0.45,1.115,3,3,0.101,0.051,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.46,0.022,Vega,2003yCat.2246....0C,,,C,J,H,11.784,0.021,Vega,2003yCat.2246....0C,,,C,H,K,11.58,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
HD 276722,3198.15,Star,4,39,55.9976,69.98332333,40,18,15.064,40.30418444,14,14,0.0431,0.0348,90,A,O,2018yCat.1345....0G,69.9833236,40.30418463,0.836,-6.235,3,3,1.588,1.281,90,A,2016A&A...595A...2G,B,10.86,0.05,Vega,2000A&A...355L..27H,,,D,B,V,10.59,0.06,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.434,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.353,0.019,Vega,2003yCat.2246....0C,,,C,H,K,9.259,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 204210370483142656,3206.02,PM*,4,35,35.9698,68.89987417,41,50,28.66,41.84129444,14,14,0.9645,0.7189,90,A,O,2018yCat.1345....0G,68.89987422,41.8412947,57.446,-148.208,3,3,2.289,1.223,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276651,3206.65,Star,4,38,58.7393,69.74474708,40,16,13.268,40.27035222,14,14,0.0601,0.0376,90,A,O,2018yCat.1345....0G,69.74474735,40.27035235,0.336,-1.13,3,3,0.118,0.051,90,A,2018yCat.1345....0G,B,10.8,0.05,Vega,2000A&A...355L..27H,,,D,B,V,10.56,0.06,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.746,0.019,Vega,2003yCat.2246....0C,,,C,J,H,9.68,0.015,Vega,2003yCat.2246....0C,,,C,H,K,9.629,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B5,E,1995A&AS..110..367N,,,,,,,,,,3,
Gaia DR2 203029155693486976,3212.23,Star,4,37,22.5216,69.34384,40,18,1.181,40.30032806,14,14,0.1619,0.1171,90,A,O,2018yCat.1345....0G,69.34384027,40.30032827,2,-4.255,3,3,0.325,0.178,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
TYC 2901-2024-1,3212.39,Star,4,43,15.8334,70.8159725,41,22,29.517,41.37486583,14,14,0.0442,0.042,90,A,O,2018yCat.1345....0G,70.8159729,41.37486595,-0.287,-0.036,3,3,0.109,0.077,90,A,2018yCat.1345....0G,B,13.1,0.57,Vega,2000A&A...355L..27H,,,D,B,V,10.87,0.1,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.75,0.019,Vega,2003yCat.2246....0C,,,C,J,H,6.968,0.018,Vega,2003yCat.2246....0C,,,C,H,K,6.762,0.02,Vega,2003yCat.2246....0C,,,C,K,v,-32.92,0.75,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
LSPM J0441+4149,3212.59,PM*,4,41,47.7012,70.448755,41,49,49.764,41.83049,14,14,0.0869,0.0669,90,A,O,2018yCat.1345....0G,70.44875528,41.83049018,-53.317,-164.184,3,3,0.177,0.111,90,A,2018yCat.1345....0G,B,18.6,,Vega,2003AJ....125..984M,,,E,B,,,,,,,,,,R,16.5,,Vega,2003AJ....125..984M,,,E,R,J,12.851,0.019,Vega,2003yCat.2246....0C,,,C,J,H,12.208,0.019,Vega,2003yCat.2246....0C,,,C,H,K,11.936,0.023,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,2,
Gaia DR2 203865334286809216,3215.59,Star,4,34,8.4243,68.53510125,40,53,23.479,40.88985528,14,14,0.0444,0.0307,90,A,O,2018yCat.1345....0G,68.53510155,40.88985528,2.65,-3.515,3,3,0.1,0.069,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276721,3219.23,Star,4,40,13.2974,70.05540583,40,18,55.253,40.31534806,14,14,0.0405,0.0332,90,A,O,2018yCat.1345....0G,70.05540604,40.31534833,7.636,-12.414,2,2,0.08,0.052,90,A,2018yCat.1345....0G,B,11.33,0.08,Vega,2000A&A...355L..27H,,,D,B,V,10.74,0.07,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.008,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.933,0.015,Vega,2003yCat.2246....0C,,,C,H,K,9.846,0.015,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,2,
TYC 2884-453-1,3221.41,Star,4,38,19.8099,69.58254125,40,15,58.628,40.26628556,14,14,0.0422,0.033,90,A,O,2018yCat.1345....0G,69.58254129,40.26628566,1.616,-6.714,3,3,0.083,0.052,90,A,2018yCat.1345....0G,B,12.83,0.36,Vega,2000A&A...355L..27H,,,D,B,V,12.04,0.24,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.239,0.018,Vega,2003yCat.2246....0C,,,C,J,H,9.949,0.015,Vega,2003yCat.2246....0C,,,C,H,K,9.798,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
HD 276684,3221.49,Star,4,39,53.4319,69.97263292,42,1,24.865,42.02357361,14,14,0.0462,0.0381,90,A,O,2018yCat.1345....0G,69.97263302,42.02357374,-0.034,-3.124,3,3,0.102,0.063,90,A,2018yCat.1345....0G,B,11.77,0.15,Vega,2000A&A...355L..27H,,,D,B,V,11.26,0.15,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.916,0.021,Vega,2003yCat.2246....0C,,,C,J,H,10.921,0.031,Vega,2003yCat.2246....0C,,,C,H,K,10.821,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,3,
Gaia DR2 203088696826063488,3222.51,Candidate_WD*,4,40,52.565,70.21902083,40,22,7.191,40.36866417,14,14,0.1913,0.1541,90,A,O,2018yCat.1345....0G,70.21902112,40.36866432,-8.387,-3.436,3,3,0.407,0.242,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
TYC 2897-877-1,3234.14,Star,4,42,14.9835,70.56243125,40,34,16.272,40.57118667,14,14,0.0451,0.0372,90,A,O,2018yCat.1345....0G,70.56243166,40.57118693,-0.675,-5.854,3,3,0.087,0.061,90,A,2018yCat.1345....0G,B,12.2,0.19,Vega,2000A&A...355L..27H,,,D,B,V,11.91,0.21,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.759,0.021,Vega,2003yCat.2246....0C,,,C,J,H,10.67,0.021,Vega,2003yCat.2246....0C,,,C,H,K,10.596,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
HD 276551,3236.34,Star,4,34,37.1334,68.6547225,40,40,58.934,40.68303722,14,14,0.0456,0.034,90,A,O,2018yCat.1345....0G,68.65472254,40.6830373,-1.428,-0.617,3,3,6.563,4.96,90,A,2016A&A...595A...2G,B,11.07,0.1,Vega,2000A&A...355L..27H,,,D,B,V,10.47,0.08,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.368,0.022,Vega,2003yCat.2246....0C,,,C,J,H,9.277,0.024,Vega,2003yCat.2246....0C,,,C,H,K,9.192,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,2,
TYC 2897-1812-1,3238.61,Star,4,42,27.5103,70.61462625,40,37,3.979,40.61777194,14,14,0.6708,0.5426,90,A,O,2018yCat.1345....0G,70.61462636,40.61777216,6.273,-20.467,3,3,1.132,0.809,90,A,2018yCat.1345....0G,B,12.2,0.22,Vega,2000A&A...355L..27H,,,D,B,V,11.5,0.15,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.776,0.021,Vega,2003yCat.2246....0C,,,C,J,H,9.381,0.019,Vega,2003yCat.2246....0C,,,C,H,K,9.253,0.019,Vega,2003yCat.2246....0C,,,C,K,v,9.3,0.94,B,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
Gaia DR2 203866468158607616,3239.31,Star,4,34,0.7857,68.50327375,40,57,1.739,40.95048306,14,14,0.034,0.0264,90,A,O,2018yCat.1345....0G,68.50327395,40.95048331,2.016,-4.135,3,3,0.074,0.057,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
IRAS 04312+4134,3243.19,FIR,4,34,45.3,68.68875,41,41,6,41.685,5,5,69000,32000,79,E,F,1988NASAR1190....1B,68.6888,41.6851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Gaia DR2 203859046455201152,3246.56,Star,4,34,27.4042,68.61418417,40,43,46.356,40.72954333,14,14,0.0665,0.0505,90,A,O,2018yCat.1345....0G,68.61418444,40.72954359,1.654,-3.747,3,3,0.152,0.114,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276698,3256.29,Star,4,43,21.117,70.8379875,41,21,26.72,41.35742222,14,14,0.0366,0.0327,90,A,O,2018yCat.1345....0G,70.83798784,41.35742248,-1.47,-3.899,3,3,1.827,1.471,90,A,2016A&A...595A...2G,B,10.71,0.05,Vega,2000A&A...355L..27H,,,D,B,V,10.37,0.05,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.687,0.022,Vega,2003yCat.2246....0C,,,C,J,H,9.644,0.021,Vega,2003yCat.2246....0C,,,C,H,K,9.589,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A2,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 203810835445274240,3259.64,Candidate_WD*,4,34,46.2627,68.69276125,40,37,44.75,40.62909722,14,14,0.3123,0.2255,90,A,O,2018yCat.1345....0G,68.69276157,40.62909749,-5.063,18.957,3,3,0.708,0.485,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276685,3268.64,Star,4,41,36.1877,70.40078208,41,52,48.663,41.88018417,14,14,0.056,0.0502,90,A,O,2018yCat.1345....0G,70.40078238,41.8801843,5.523,-42.223,3,3,0.113,0.085,90,A,2018yCat.1345....0G,B,11.59,0.13,Vega,2000A&A...355L..27H,,,D,B,V,10.72,0.09,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.505,0.018,Vega,2003yCat.2246....0C,,,C,J,H,9.159,0.015,Vega,2003yCat.2246....0C,,,C,H,K,9.099,0.019,Vega,2003yCat.2246....0C,,,C,K,v,15.78,0.57,A,O,2018yCat.1345....0G,F5,E,1995A&AS..110..367N,,,,,,,,,,2,
2MASS J04334952+4109385,3273.26,RGB*,4,33,49.5268,68.45636167,41,9,38.565,41.1607125,14,14,0.0436,0.0337,90,A,O,2018yCat.1345....0G,68.45636176,41.16071264,2.016,-1.984,3,3,0.1,0.075,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,10.188,0.023,Vega,2003yCat.2246....0C,,,C,J,H,9.435,0.021,Vega,2003yCat.2246....0C,,,C,H,K,9.175,0.016,Vega,2003yCat.2246....0C,,,C,K,v,-1.61,1.27,B,O,2018yCat.1345....0G,,,,,,,,,,,,,2,
TYC 2884-373-1,3282.16,Star,4,38,59.8316,69.74929833,40,14,58.439,40.24956639,14,14,0.056,0.0503,90,A,O,2018yCat.1345....0G,69.7492987,40.24956666,14.275,-14.282,3,3,0.118,0.081,90,A,2018yCat.1345....0G,B,11.43,0.08,Vega,2000A&A...355L..27H,,,D,B,V,10.77,0.07,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.445,0.019,Vega,2003yCat.2246....0C,,,C,J,H,9.184,0.015,Vega,2003yCat.2246....0C,,,C,H,K,9.096,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
HD 276520,3284.72,Star,4,34,44.8901,68.68704208,41,42,10.781,41.70299472,14,14,0.0814,0.0606,90,A,O,2018yCat.1345....0G,68.68704224,41.70299499,4.156,-3.998,3,3,3.079,2.405,90,A,2016A&A...595A...2G,B,11.71,0.12,Vega,2000A&A...355L..27H,,,D,B,V,11.11,0.11,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.107,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.937,0.019,Vega,2003yCat.2246....0C,,,C,H,K,9.83,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A0,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 203039704133191168,3291.9,Star,4,36,23.5248,69.09802,40,21,4.76,40.35132222,14,14,0.0319,0.0237,90,A,O,2018yCat.1345....0G,69.09802003,40.35132242,1.569,-3.109,3,3,0.067,0.039,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1RXS J044131.1+402520,3292.15,X,4,41,31.102,70.37959167,40,25,19.99,40.42221944,7,7,,,,E,,2000IAUC.7432R...1V,70.379592,40.422219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Gaia DR2 203891104090463744,3294.85,Star,4,33,49.7143,68.45714292,41,16,29.897,41.27497139,14,14,0.031,0.025,90,A,O,2018yCat.1345....0G,68.45714297,41.27497147,1.213,-3.064,3,3,0.066,0.055,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
TYC 2901-324-1,3296.97,Star,4,41,15.9151,70.31631292,41,56,1.934,41.93387056,14,14,0.0461,0.0338,90,A,O,2018yCat.1345....0G,70.31631311,41.93387057,1.419,-2.707,3,3,0.088,0.055,90,A,2018yCat.1345....0G,B,12.01,0.16,Vega,2000A&A...355L..27H,,,D,B,V,12.25,0.31,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,11.017,0.023,Vega,2003yCat.2246....0C,,,C,J,H,10.862,0.03,Vega,2003yCat.2246....0C,,,C,H,K,10.812,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
Gaia DR2 203791563929259264,3299.08,Star,4,35,40.3925,68.91830208,40,26,13.582,40.43710611,14,14,0.0786,0.0663,90,A,O,2018yCat.1345....0G,68.91830218,40.43710631,2.211,-3.113,3,3,0.178,0.123,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276715,3302.47,Star,4,41,31.9888,70.38328667,40,25,14.602,40.42072278,14,14,0.4894,0.4385,90,A,O,2018yCat.1345....0G,70.38328682,40.42072291,2.453,-16.15,3,3,1.028,0.676,90,A,2018yCat.1345....0G,B,11.96,0.14,Vega,2000A&A...355L..27H,,,D,B,V,11.47,0.12,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.707,0.021,Vega,2003yCat.2246....0C,,,C,J,H,9.322,0.021,Vega,2003yCat.2246....0C,,,C,H,K,9.255,0.014,Vega,2003yCat.2246....0C,,,C,K,v,19.85,6.62,D,O,2018yCat.1345....0G,G,E,1995A&AS..110..367N,,,,,,,,,,2,
TYC 2884-205-1,3305.58,Star,4,36,8.3399,69.03474958,40,22,26.939,40.37414972,14,14,0.0515,0.0369,90,A,O,2018yCat.1345....0G,69.03474984,40.37414986,1.773,-6.902,3,3,0.115,0.068,90,A,2018yCat.1345....0G,B,13.63,1.14,Vega,2000A&A...355L..27H,,,D,B,V,10.64,0.13,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.475,0.019,Vega,2003yCat.2246....0C,,,C,J,H,6.666,0.018,Vega,2003yCat.2246....0C,,,C,H,K,6.444,0.02,Vega,2003yCat.2246....0C,,,C,K,v,-19.32,0.37,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
Gaia DR2 203811904894180608,3306.39,Star,4,34,29.6427,68.62351125,40,41,3.298,40.68424944,14,14,0.1146,0.08,90,A,O,2018yCat.1345....0G,68.62351128,40.68424969,1.928,-3.599,3,3,0.265,0.177,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
